content,label
我覺得我最近對宗教真的失望了,0
i Oliveres 一位經濟學家希望開啟一場演講，讓人們而不是僅僅感到不滿意和幻想破滅開始承擔創造變革的責任,1
我感覺很勇敢，我不知道我在 www 上裸露的肚子感覺如何,3
我感到困擾和不知所措，我希望它會消失,1
我和自己的家人有很多問題，讓我感到不受歡迎,0
我很幸運能夠在課程中與他分享那段時間,3
當我讀回我以前的帖子時，我感到很自私 我從來沒有為別人祈禱 我從來沒有考慮過那裡可能有其他人值得他們的祈禱在我自己之前得到回應,1
我感到震驚走投無路我想猛烈抨擊,2
這個週末我感覺很糟糕，裝飾品出來了,0
我總是偷偷舔一口巧克力糖霜，甚至在它蓋住蛋糕之前，我的手指感覺涼爽細膩,3
我對她感到很自在，而在我通常不會調整和學習彼此可以接受或不接受的事情以及我們作為個人希望如何被他人對待的時候，我感到很自在,3
我確實經常檢查他們的報告，以確保他們繼續完成任務，但讓他們評估自己的成功，我覺得他們可以更成功,3
我真的很喜歡沙丘上的這些，我可以穿上它們很長一段時間而不會感到不舒服,2
我覺得我已經在最後期限之前進來了，可以保證一個非常幸福和滿足的中年生活,3
我醒著的時間比我想要的要2的時間長得多,2
兩年前我在電視上看過一部電影，即使現在也讓我害怕,2
我的胃裡有同樣的下沉感覺，就像我過去幾天的感覺一樣，希望他們能再有一個不成功的一天,0
我不記得讓她覺得我可以滿足她的所有要求，我也不是富人,3
我今天有點不知所措,2
我想我覺得這個思考過程有點富有成效，但是沒有任何東西可以展示它的日子一天天過去並不好,3
我覺得在任何情況下都將相機靠近任何人的臉是非常粗魯的,1
我在博客上講述了發生的一些有趣的事情，以及當我覺得自己很聰明的時候,3
我真的很煩躁，這都是馬呂斯的錯,1
我屬於霍洛維的類別，不是我們的經理，儘管我確實像許多忠實的球迷一樣為他辯護，認為應該保留這個判斷，直到他至少開始一個賽季以他的條件,3
我一直對自己感到厭惡,1
我開車回到山上感覺被打敗了,0
我仍然感到痛苦，好像事情不公平,1
我每天都感到昏昏欲睡,0
我談到在另一個人身上製造摩擦，我經常對處理有限的結構感到沮喪和不耐煩，因為人們在一個非常狹窄的信念窗口中通過激烈的辯論吹捧仍然存在，而且我在解決對他人的信念的局限性方面感到沮喪,1
我覺得我可以向你介紹一年中這個時候的完美配樂,3
我覺得不做一個粗魯的蠢貨對我的身份至關重要,1
我知道這不是開明的方法，但是當你經歷生活的磨礪時，你不能總是感到精神上如此堅定,3
我覺得我誠懇地懇求上帝幫助我重拾火種，我請很多人為我祈禱,3
我在 11 月開始了我的營養實驗，這就是我感到精力充沛的原因,3
我現在才開始覺得坐起來少了坐在電腦前，所以這將是幸福的甜蜜,3
我確實覺得那裡的情況得到了控制，我覺得如果他在車裡那么生氣，他可能會在馬丁斯維爾讓我轉身 約翰遜週五在德克薩斯州高速公路上說,1
我非常討厭接受治療，並且因為不得不去而感到愚蠢，她設法讓我以全新的眼光看待事物,0
我討厭，因為我覺得我最近對朋友很討厭，並且對藝術家色情視頻感到難過,1
在我意識到我喜歡他之後，我覺得自己太白痴了，我的舌頭從來沒有解開過,0
我受到了性騷擾，感覺好像我受到了傷害,0
我感到憤怒 我也感到受傷和浪費,1
我確實得出了一個相當可悲的結論，雖然她有一些很棒的單曲和偶爾的精彩專輯，但我現在感覺自己只是一個普通的粉絲,3
我感到她的脊椎不寒而栗，她只能希望她看起來不害怕,2
我病了，只是覺得很噁心，所以當我懶得寫博客的時候，為什麼這些帖子主要是枯燥乏味的,0
我有一些閱讀要趕上，但除此之外，我對整件事感到非常溫和,3
我告訴你我感到焦慮和無效,2
我覺得它是一種危險產品，因為它是中國製造的，沒有經過認證,1
我在自己的小鎮上帶著相機比在倫敦市中心更壓抑更害羞,2
我對自己的感覺很惱火，只是無聊到足以感到沮喪和疲倦，並不想做任何事情，但還沒有糟糕到能夠稱自己生病,1
我不希望這種感覺成為事實，我害怕這一天會成為證明,2
我對我從來不認識的奶奶感到強烈的失落感,3
我喜歡黑色 tui 連衣裙和黑色和灰色海嘯連衣裙以及令人驚嘆的 s 感覺套裝，帶有華麗的東方絲綢背心和黑色絲綢裙子，背面有一個非常性感的鈕扣細節,3
我覺得自己像個自私的混蛋，即使寫下這些話我知道如果我每天都有時間獨自一人，我是一個更好的父母妻子女兒和朋友,1
我並沒有感到憤怒，即使如此也感到被侮辱,1
我覺得這是一個漫長的旅程我仍然不敢相信我們距離遇見這個可愛的女孩只有幾週的時間,3
我的靈感來自大膽的海軍藍和白色條紋非常別緻非常航海,3
我對那些角色扮演暴徒的英雄說他們不在乎你是否真的感到侮辱,1
我想通知我，我一直覺得我的甜心就在我身邊，但我需要和一個沒有愛的人做愛，我不能沒有愛 問題是這對我過去的甜心是一種不忠嗎？我覺得我的甜心是一個 href http saveyourmarriagebeforeitstarts,3
我不禁感到遺憾,0
我真的很傷心,0
我現在感覺有點煩,1
我有一種噁心的感覺，我應該足夠聰明去克服,3
我覺得那些逃跑的鳥害怕他們不理解的東西他們不想知道危險的風或無害的風的跡象,2
當我受到她的傷害或困擾時，我希望他能夠傾聽我的聲音，而不是試圖為她辯護或讓我感到內疚,0
在世界之巔我仍然感覺很漂亮,3
我覺得很可悲,0
我覺得很討厭但還沒有被打敗,1
我並不否認，但我懷疑我是否允許自己充分感受我可能還沒有，但很快我廚房的角落就會安頓在我那痛苦抽泣的身體裡，我確定,0
我現在比以往任何時候都更有決心去征服我對財務獨立和精神仁慈的追求,3
我覺得自己就像一個虛無的空洞,0
我不會為我的感覺感到抱歉，我知道你認為我不真誠,1
我現在已經站得很好，我感覺自己更有用了，我能夠獨立地做決定和做事情，比如協調白板的顏色哈哈，而且我通常能夠讓自己忙碌，讓我的 cdo 小自我非常3,3
我一直感到激動憤怒和悲傷,2
我覺得這個系統可以防止我認為在傳統非營利資金及其要求中的悲劇性陷阱,0
我感覺很好，這可能是真的，我在喝酒，但我只想告訴你，我感覺很好,3
我對你給我的那一次侮辱感到很不安全,2
我覺得很不耐煩,1
我覺得很特別，因為我要讓法利知道那是六月聖,3
我寫到這點似乎我覺得所有的生活經歷都是不愉快的,0
我感到成功，因為我知道我盡我所能,3
我感到精力充沛和興奮，能夠在放鬆身心的同時放鬆身心並創造新項目,3
我感覺到他們的傷害,0
我為了生孩子而流產了，那是艱難的歲月和很多眼淚，但今天我看著我的女兒經歷了同樣的心碎，這讓我傷心欲絕，讓我感到無助,2
我承認我經常感到很困惑，我的每個孩子都是不同的,2
我覺得自己像個白痴和自私的混蛋，甚至抱怨,1
晚上，我可以在寂靜和黑暗中把頭埋在枕頭上，在沒有其他人聽到的情況下哭泣,0
我2他的感情可能會受到一點傷害，但他的反應太棒了,0
我喜歡用剪刀跑步，這讓我感到叛逆,1
我通常服用，我能感覺到它讓我的身體更加放鬆和穩定,3
我感到很2，因為你們中的許多人都知道我不是最好的睡眠者，尤其是在旅行時，所以想到晚上在公共汽車上幾個小時無法入睡的想法並不好,2
我理解感到受到威脅的正常理由,2
我覺得我因為上學而受到懲罰,0
我覺得很貪心,1
我對這種研究的阻力和缺乏資金感到惱火,1
我像你一樣離開你也許那時你會知道當你選擇放我走時我的感受,0
我在瑪莎身上發現了很多我自己，從她不斷急於在事業和家庭責任上領先一步的努力，對年邁的媽媽和沮喪的少年的擔憂，一直到她不透水的丈夫，她引起了壓抑的怨恨感,0
我覺得我應該被拒絕或拋棄我知道這聽起來很苛刻，你可能在想,0
如果我愛的人受到威脅，我會很樂意殺人，同樣，我對捕食弱者的惡毒小卑鄙者毫不同情,1
我擁抱自己和他人，我不會害怕我的感受，即使它很暴力也可以，不像打車暴力，但在演示中很暴力,1
我感到非常不確定，因為知道外面的人事情正在分崩離析，而且這也可能發生在我身上,2
我在黑暗中大聲低語，隱約被自己嘶啞的聲音嚇了一跳,2
我想我可能會比她更受折磨,2
由於在當前美國文化中年輕而成功的惡性跑步機，我感到壓力要決定我現在和永遠要做的事情,1
我對明天的責任感到負擔，但已經完成了細節，現在一切都在上帝的手中，祝你在路上好運，帶著所有已經完成的事情離開這裡，在我的包裡去,0
我感到非常失望,0
我喜歡改變的感覺，它讓我不會感到太不安,2
最近，當我感到有點苦惱時，我收到了我一個親密女人的來信,2
我覺得政府對我的虐待比我對我丈夫的虐待更嚴重，他只是愚蠢的,0
我覺得看到一群人聽他愚蠢的喃喃自語的興奮可能會讓他忘記自己的角色,0
我必須去商店，否則我感到勇敢和休息，我們去公園我必須穿他,3
我也不想去看他們的表演，但你離開時感覺比你記得的感覺更愚蠢和欣喜若狂,3
我確實完成了兩次短跑和一次散步，但今天我又回到了害怕可怕的狀態,2
一方面我感到非常榮幸,3
我愛對我有同樣的感覺為什麼我要為了讓他們變得更加成功和快樂的機會而傷透他們的心,3
我讓我覺得我很重要 我的想法和感受得到尊重和重視，而不是被忽視 最小化或拒絕,3
我想要一種更高的愛來安慰我並讓我感到有價值,3
我感到暴躁和不知所措,1
生病四處走動，因為在生活的任何領域都做得不夠好而感到內疚,0
我對我的愛情生活感到完全不安或缺乏,1
我想我為失去曾經的朋友而感到難過,0
我不2我一天中的每一個細微差別，也不2它向他人展示的小事，這讓我整體感覺不那麼神經質，也不太可能引發精神病發作,2
直到今天，我仍然非常感謝所有為我慶祝生日的朋友和家人,3
除了去咖啡館喝急需的咖啡外，我一直被困在家裡的一口冷井裡，所以我感到有點不安,2
我希望這次我感覺很糟糕，我的身體準備好接受一個恩比,0
我感到有點被虐待和受傷,0
比起死亡，我更害怕人類,2
我感到侮辱了我們生命中的十年不理解並且可以描述如此膚淺或經常危險的信念,1
我意識到我真的喜歡你只是感覺不是那麼強烈而已,3
我不覺得受到威脅,2
我說對這些消息持懷疑態度，但接受了她的提議，下次再見,2
我和我的男朋友和姐姐一起度過了美好的時光,1
我只需要接受我感到沮喪，然後騎著它直到它過去,0
我覺得可憐的雛菊看起來很痛苦,0
我對離開感到壓力很大，所以我認為這是在垃圾情況之上的櫻桃,0
我知道有時我們的情況看起來和感覺都沒有希望，但這只是因為拒絕伴隨著默認選擇,0
我為我本週缺乏創意項目而道歉，但就像我上面所說的，我相信我很快就會感覺更有創意,3
我確實想要那種奢華的感覺，但價格實惠，這絕對是你的品牌,3
我對她有一種奇怪的感覺，我有點猶豫要對他說太多關於她的事,2
我沒有意識到隨之而來的被排斥和孤立的感覺,0
我回想起過去幾個月我們的短信我覺得我有點笨，如果能一直持續到現在該有多好,0
我在同學家里和一群人一起工作 一個女孩開始在桌子底下擦過我的腳,1
我想我不活動的主要原因是我只是厭倦了工作並且我感到非常不耐煩所以我真的不想與其他人互動並使他們緊張,1
我感到不安全，因為我覺得我應該這樣做,2
儘管如此，我仍然對他感到猶豫，我很難相信他告訴我的話,2
我真的沒有什麼比覺得自己被羞辱了，因為消費者就是我現在的感受,0
我知道如果我俯瞰這座城市，看看我有多高，再加上它移動的速度有多快，我會感到更加恐懼,2
我感到煩躁和不適，而且我的骨頭很痛，而且我頭痛欲裂,1
我覺得它非常奇怪，我覺得它不是真的,2
我最近感到壓力很大，與我的身心自我脫節,0
我沒有像其他人一樣每天在 Facebook 上發布我的感謝名單，我覺得有點蹩腳,0
幾天前我覺得自己很想回到他身邊,0
我不是那種會敞3扉分享我的感受的人，因為我總是覺得沒有人會打擾聽到我要說的話，或者沒有人能理解我的感受或經歷,1
我覺得我失去了你,0
我現在一想起來就感到憤怒和恐慌,1
我覺得我必須有一些值得說的東西，這就是為什麼我很少發布任何東西,3
我很高興我能夠減輕她的痛苦，因為她說實際上和你聊天后我感覺不那麼痛苦了,0
小時候怕水 人怕死是因為沒經歷過,2
我喜歡毛茸茸的東西，所以感覺她的甜食是一種享受,3
我對上帝的恩典感到不知所措,2
我終於可以浪費時間了,0
我覺得日記必須是完美的,3
我的表弟香農給了我它，我覺得記錄我從閱讀中得到的東西可能是值得的,3
我第一次信守諾言感到很滿意,3
我覺得她討厭我，我一直在為此自責，因為告訴她任何事情都太愚蠢了,0
我發現它是反氣候的，結局突然讓我感到困惑,2
我希望我比 chlomid 過山車更強大，但現在我覺得它把我打敗了,0
我感覺自己處於某事的邊緣，之前我總是對此感到2和冷漠，但這次我感覺很好,2
實際上，我對此有點懷疑，但同時我很好奇他們是如何嘗試將其融入故事的,2
我今天很痛苦，因為我厭倦了不能信任別人,1
我開始覺得自己又開始歡騰了，一切都好,3
我喜歡偶爾的一天，除了躺在床上什麼都沒有,1
我不怪她，這可能很無聊，尤其是當我大部分時間都感覺很糟糕，而且炎熱似乎很快就把我殺死了,0
我為自己的體重而哭泣而感到很自私，而人們沒有註意到我最近在頁面上按時間順序顯示的評論,1
我認為這是我在這裡遇到的另一個問題,1
我覺得這是一種風險，但可能值得,3
我真的對此感到很糟糕，我確實相信我有補救措施,0
我需要讓這微不足道的感覺安靜下來，感覺一切都很奇怪,2
我知道一切都不是關於我的，但無論我如何祈禱，我只是感到被拒絕而不是被上帝安慰,0
我醒來感覺很冷,1
我的意思是，我發現自己希望自己對任何人沒有任何情感依戀真的很健康嗎,0
我覺得我沒有生命的本質,3
我過度簡化了事情，但我覺得如果你專注於你的客戶和你的產品，而不是讓自己被所謂的競爭對手分心，那麼你就不會出錯,1
我開始對我吃的所有糖果感到厭惡，但在復活節週從來沒有,1
發生這種情況時我會感到害羞,2
我覺得自己是個可怕的人，因為我絕對愛艾爾西勝過一切,0
我覺得我背叛了你讓我有點懷疑,2
東西被偷了,1
我說我覺得醜,0
我覺得我的智力受到了侮辱，因為我實際上必須參加那個愚蠢的低級考試,1
我覺得那是個謊言 實際上我在新學期開始之前感到非常2,2
我覺得很棒,3
我也覺得很幸運,3
我得了季節性情感障礙，這對我來說通常意味著無緣無故地感到不安，持續大約一周,2
我在床上坐著、站著或翻身，感到那股刺痛，我很害怕,2
我會覺得很困擾被打擾太尷尬了,0
我很不情願,2
我覺得被它打敗了,0
我很困惑我沒有男朋友,2
與他們相比我感到羞恥,0
有種無所事事的感覺真的很好吃,3
我覺得作為一個女人，所有女人都講述她們的故事是至關重要的,3
我經常進出當地醫生的手術，以至於現在回想起來，我真的很生氣，因為我沒有得到某種會員卡,1
我覺得這樣的女人對自己沒有安全感,2
我不再有分離的保護，我在事件發生時感到受傷的屈辱和羞恥,0
我從來沒有花時間打掃衛生，但我覺得我讓事情變得太亂了,0
我今天在想猴子，我相信你也經常這樣做，我開始感到有點怨恨,1
我今天沒有感到不安全,2
我需要找到我內心的大黃，這樣我才不會因為自己的雪帽而心煩意亂,2
我一直很珍惜這不是因為每當你情緒低落時我總是會讓你振作起來有時我是一個沒用的男朋友無法讓你振作起來讓你哭感到折磨壓力變化讓你不3生氣,2
我不知道他在諷刺什麼感覺,1
謝天謝地，我今天離開房間後感到有點沮喪和沮喪,0
我覺得我是更聰明的戰士而不是肖恩不聰明,3
我可以寫很多關於這個問題的內容，因為它佔據了我的大部分思想 對感知到的憤世嫉俗的誤診 世界的觸角 敏銳感知的負擔 世界的興高采烈與世界上的抑鬱密不可分等,3
我對滾筒感到很害怕,2
我是施虐者，在這場拯救她生命的鬥爭中，我感到更加孤立,0
當我和我男朋友和好,3
我覺得我們的社區需要支持,3
我想回答的是我會覺得咖啡因很好嗎,3
當我覺得自己不夠有才華，無法創作出精美的藝術品時，我會感到沮喪,3
我為自己如此自私而生氣,1
我覺得那是因為很多無辜的人因為愚蠢而失去生命,3
我感覺有點奇怪,2
我也為疼痛感到害羞，但沒有,2
當我轉身背對閃光燈和砰的一聲，又能看清時，我總是對超級英雄電影感到不滿意,1
我醒來時感到非常焦慮，我可能會嘔吐,2
我感到非常激動，有點失落,1
我想太多你和奶奶的陰謀我最終感到暴力,1
我和下一個人一樣2查理·辛，但我仍然無法擺脫這種感覺，這只是媒體的又一次努力，讓大眾從格雷格·杜利不能唱歌的事實中分心,1
我和我丈夫分開了 他對我的態度讓我很生氣,1
我不明白自己的感受，這就是為什麼我如此猶豫,2
我只是隨機地對自己感到不確定,2
我記得當我坐在我的新位置和你坐在後座時，我感到非常脆弱,2
我穿裙子不覺得可愛和性感,3
我擺脫了我獨自一人的那一刻，我實際上開始對自己的所作所為感到尷尬,0
我為那些感到被冒犯的人道歉,1
去拜訪一位不得不感受到我隱居的首當其衝的好朋友，我感到非常有負擔,0
我覺得我有眼線筆天賦我願意接受建議,3
我理解那是什麼感覺，但我所做的只是告訴他沒關係，然後給了他一個吻,3
我覺得很自由,3
我希望克服我的控制問題，並希望我沒有說任何傷害或讓別人感到不安全的話,2
我覺得我應該受到懲罰,0
我最近對時尚博客感到有點失望，還有其他人有這樣的感覺嗎,0
我在引用自己時感到壓抑,2
我想要音樂和舞蹈，並在一個晚上看起來和感覺很迷人,3
當我姐姐失去了她唯一的兒子,0
我一直感到有點壓力,1
我是唯一一個對為他們洗澡感到奇怪的人,2
我需要有創造力,3
看到一個夥伴賄賂領導者,1
我很想寫關於醫生的博客，我覺得我永遠無法做到公正，我害怕嘗試,2
經過兩天充實的工作，我感覺很累，明天不應該是星期五,0
我有一種嘮叨的感覺，它的大部分很髒，我可能根本不應該讀它,0
我把燒傷暴露在野花田裡，得到了愛和接納，我仍然覺得自己像損壞的貨物,0
在招待期間，我常常感到匆忙離開，因為我丈夫開車送我去聚會做禮拜，而且經常在車裡等著送我回家,1
我指的不是醉酒撥號，打電話的人感覺不那麼壓抑，這在很大程度上要歸功於一種災難配方，其中包括一種液體可卡因神風敢死隊和一種長島冰茶,0
我去看電影，我和一個朋友一起去了,2
我對正在發生的事情感到厭煩，我覺得我正在從我轉變過來，我關心每個人的意見，不想讓任何人不3,0
我只是不想接受她那卑鄙的態度,1
我一直很喜歡看皮爾洛，我有幸在相關的註解上看到皮爾洛，生日快樂齊達內,3
當我感到壓力很大時，我喜歡在我們的 pinterest 上玩遊戲或回复客戶的推文,0
我渴望過簡單的生活，回到快樂和滿足的狀態,3
我有真正的蝴蝶不是以焦慮的方式，而是承認這一切都在發生，我很高興這種感覺沒有因為有一百個人在看著我而分心,1
我從來沒有告訴別人脫掉他們的帽子，坦率地說，我不那麼激進，我想知道其他人是否覺得戴上它很粗魯,1
我不覺得她對我們不友善或粗魯,1
我的家人還有另一個空白要填補，我感到有點苦澀,1
我為那些感到被冒犯的人道歉，但我不能否認一個人、一個人、一個納稅人、一個工人、我所在地區和整個州的人民、紐約州以及那些使這個偉大的國家成為偉大國家的人，這是相同的權利我和我的妻子,1
我覺得這個地方可能很危險，但我不知道為什麼,1
我在 ufc 上贏了 arlovski，我覺得 6 月真的很可怕 a href http www,0
我感到很困擾，沒關係,0
我一點也不覺得我討厭英語,1
我確實喜歡賣東西，但我覺得到目前為止我已經被打敗了，我對任何事情都沒有興趣了，我知道我的家人因我缺乏興趣而受苦,0
我祈禱讀到這裡的眼睛、理解這裡的頭腦和感受這裡的心靈不會被冒犯,1
我在一個黑暗的地窖裡，看到一個發光的紅點，我以為是一個拿著香煙的人，但它只是紅色的開關,2
我吃了，再加上再次開始快速修剪意味著我感覺很積極,3
我沒有充分度過這個假期，這讓我感到很惱火,1
當我成為一名志願者時，我會感到很成功,3
當我父母從碧瑤帶一瓶好牧羊犬ube和很多草莓回家時，我感到非常痛苦，我當時不能吃,2
有時我仍然為那些毀了我童年的人感到有點生氣，但它不再以同樣的方式影響我了,1
我有很多我想做的很多我想嘗試我想改變我們的世界我感到沮喪我似乎無法適應這一切,1
我的左腳腳趾被錘擊了，也感覺他們麻木了，有人在他們周圍放了止血帶,0
我給自己施加了巨大的壓力，試圖照顧房子或花更多時間和孩子們在一起，但我感到很空虛和筋疲力盡，以至於很難找到精力去做任何事情，然後內疚就開始了，我感到更加空虛和疲憊,0
我無緣無故地哭泣，小事惹惱了我的鼻涕,0
我不禁為那些讓這些人如此悲傷和絕望的不必要的策略感到悲傷和憤怒而感到噁心,1
我在考慮這段關係，我認為這歸結為我們都覺得我們的伴侶對我們不滿意，這讓我們感到沮喪，因為我們的目標是成功,1
我覺得太憂鬱了，想淹沒我的悲傷,0
我得到了這個顏色我覺得瓶子的標籤和內容放錯了所以我從朋友那裡借了這麼小的比基尼來比較這兩者，它實際上證實了我的假設所以我打算把它們都拍下來給你看比較,3
我幾乎為我的卡組合得如此之快而感到尷尬,0
我覺得我用我的 groupon 購買的課程只會讓我變得危險,1
我乘公共汽車上巴克利山，或者如果我感到懦弱,2
我去了特羅布里奇的職業進化摔跤表演，我仍然覺得奇怪和糟糕，因為我沒有像往常一樣參加週末的摔跤比賽,2
我試著記住這有助於我減少對我認為以某種方式傷害過我的人的判斷力和更多的理解,1
我對和這些人在一起感到不舒服，部分原因是我對他們充滿敵意感到不舒服,1
我深信這個製作時期無論如何都會到來,3
我一直在這樣做，我覺得我正在獲得另一個維度，除非我對自己的感覺是積極的，並且更符合我的真實身份，否則我的振動將對我正在嘗試做的事情產生負面影響,3
我到了托頓堡公園，感覺被打了，所以我跑到布魯克蘭地鐵站，一路走完,0
我可能不得不笑然後覺得自己像一頭無情的牛,1
我一直很激動，因為我一直看著我的小白人男孩變得中等身材，全心全意投入到哈卡表演中，特別是被所有這些孩子以新西蘭獨有的形式一起表演的效果所震撼,0
我知道我正在做一些壯觀的事情，但我覺得自己不夠聰明，也不夠有才華，無法以一種可以理解的有說服力的方式來寫這個現象,3
我向你尋求幫助並不害羞或害羞，我不會再向你尋求這種幫助，因為你已經決定要不要幫助我,2
我不想坐在那裡，我會感到不安或不安,0
當我的阿姨因為我不負責任的事情責罵我時，一個男孩來到我們家門口找我,1
我很2這次我不能享受水的好處,2
我今天對所有事情都感到非常不確定，因為我不確定我現在實際上成為第一個的選擇，我不想做出任何倉促的決定,2
當我真的沒有築巢本能時，我仍然感到社會的壓力,2
我讓自己再次為她在她身邊的安全感到自豪,3
我感覺好多了，也渴望從我收到的所有這些新食譜中嘗試更多新食譜,3
我趕上了每一個紅綠燈，或者我只是低估了旅程,2
我必須祝賀這位女士，我覺得這是送給我們所有人的禮物 她才華橫溢 她非常可愛，今晚她最好獲得這個獎項,3
我去從管子上取下刷子我覺得好像我必須拉扯然後我害怕我會以某種方式用唇部產品潑自己,2
事實上，我並沒有感到被拒絕、被憎恨、愚蠢或喜歡世界上最糟糕的作家,0
我不禁確信，一部分為女友購物的男人真的是在為自己購物,3
我有一個孩子在協調方面遇到困難，但似乎很有自信，而我天生喜歡運動的孩子有時會感到有點不安全,2
我知道你可能會認為綠色喇叭褲有點小，所以如果你對此持懷疑態度，那就穿牛仔褲吧,2
我今晚感覺有點無精打采,0
我想我有點自鳴得意，因為當我們在 acco 下車時，我帶她出了火車站，走到外面，我們開始沿著人行道走到可以帶我們去 nahariya 的公共汽車,3
我覺得奶酪被輕視了，因為它是如此美味，但它就是不會愛我,3
我想念被尊重和想要的感覺,3
昨天我覺得很冒險，所以我決定自己做點什麼,3
我最近感到無精打采,0
我一直覺得人們對我感到惱火 我一直覺得我在激怒別人,1
我一直在睡覺，但我仍然像昨晚一樣生氣,1
我今天有點脾氣暴躁，儘管今晚要和女孩們喝雞尾酒，所以這無疑會讓我振作起來，在我的 iTunes 中輸入骨頭找到一個帖子標題 令人驚訝地想出了歌曲，我選擇了儀表板懺悔室的一首歌，因為我得到了對他們的愛,1
我對自己感到有點煩躁和不耐煩,1
最近我真的覺得有必要回去工作了，我是一個善於交際的人，隨著女孩們越來越多地呆在外面，我似乎越來越多地獨處了,3
我早上醒來感覺很糟糕,0
我今天真的很生氣,1
通過 ravelry 我的博客和其他論壇，我很榮幸能被志同道合的狡猾的人包圍,3
我感到與社會隔絕，厭倦了我的生活就像一本暢銷書，我在其中扮演主要角色，卻不知道它會如何結束,0
我開始覺得自己有缺陷或其他什麼，所以我開始嘗試性高潮,0
一個醉漢晚上從車前走了出來，雙腿骨折，事故發生後他的鞋子被扔了幾碼,1
我覺得不夠諷刺,1
我覺得是你的禮物，讓我們品嚐你完美的神聖溢出,3
我感到內疚，因為我沒有這樣的生活，我沒有致力於它，我不享受它並從中受益,0
當我想起這些珍貴的歲月時，我不想後悔,3
我現在仍然對上帝的信實感到有點懷疑,2
我是，而且我知道高個子的男人總是比矮個子的男人高人一等,3
我覺得我的工作對我很重要，最終我可以放下它並專注於其他事情,3
當我只關注自己的生活和問題時，我感到沮喪悲傷或不被愛,0
我開始對那些讓附近其他人失望的少數居民感到惱火我試著記住讓他們從懷疑中受益,1
我感到情緒化的悲傷,0
我想感到輕鬆的內容自信和安全,3
我無法保護我的孩子，當我的孩子正在經歷這一切時，2保護自己感覺非常自私,1
我最近感到煩躁和情緒激動，但我離 pmsing 還差得很遠,1
我很榮幸知道,3
當我看到有人以更快的速度完成了我想做的事情時，我感到很痛苦，這進一步表明我沒有他們聰明,1
我登錄點擊它仔細看感覺很奇怪,2
我很困惑 不確定自己的感受 不確定我踩到了哪一層,2
我終於可以少一點與這個大壞世界隔絕的感覺了,0
在你身邊我感覺不舒服,3
我感到不那麼害怕，更有希望,2
我覺得這篇文章對我關於名人對社會影響太大的論點至關重要,3
我認為大多數人實際上都這麼認為，但他們不願意對信仰做出堅定的承諾，因為這聽起來很奇怪和精神上的什麼,2
我不喜歡這種情況，所以我要為那些我感到憤怒的人祈禱,1
我想給你一個諷刺的答复，但我想這對你來說太過分了,1
我喜歡它，但有時我感到筋疲力盡,0
我覺得有時這部電影拖了後腿，但除此之外，我覺得演員們做得很棒，我喜歡這部電影的整體外觀,3
我注意到這齣戲等著上演，即將全面爆發,2
我愛我們的家人和我們的家，但當我身處其中時，我感到非常可恨,1
我要保持簡短，因為當我輸入這篇文章時，我真的感覺很糟糕,0
我要去嘗試整理我的房間，因為這些家庭改造節目讓我覺得自己是一個非常凌亂的人,0
我感覺很好，我說西班牙語很好,3
今天早上我很不高興，可能是因為我昨晚睡得晚,1
我不覺得可愛,3
我覺得這樣做很聰明,3
我感到很沮喪,0
我對無法提前計劃我的生活感到非常無助,2
我覺得被毆打我會休息，當我感覺休息良好時也是如此，但我想請假一天,0
我有一種感覺，他們保留 thavorn 酒店是為了情感價值，而不是其他任何東西,0
我感覺很崩潰，我什至不知道,0
我最終不會在迪斯尼工作，我的生活將會結束，或者至少這是我的感覺，這不是一種美妙的感覺,3
感覺我們失去了一點美國,0
我又穿上了我的肥褲子，感覺很糟糕，所以我有一段時間找不到的動力終於重新實現了,0
我的室友喜歡聽一些毫無意義的歌曲，有旋律但沒有我們住在一起的內容，所以當他播放錄音機時，我被迫聽它們，我無法告訴他我不喜歡聽這些歌曲,1
我感到不安的是，這些顛簸會由於其零星的性質而影響我的分析計算,1
我有一個小小的咆哮我不喜歡沒有什麼能讓她幸福的感覺，除非她能結婚，好像婚姻等於幸福一樣,3
我不覺得受歡迎，所以我的家人也是,3
我在點唱機上播放歌曲，但感覺很膽小,2
我也有感覺我今天需要一個非常放鬆的練習,3
我感到偏執，但幾乎總是在公共場所,2
我現在對它感到非常失望，它只是不如我讀過的其他瓦爾德瑪小說好,0
我想改變，因為我在我的瘦弱朋友身邊感到不舒服，而且我感覺自己沒有那麼健康，而且我看起來很尷尬,2
幾分鐘後我感覺更高、更有活力,3
我今天感覺很尖酸,3
我喜歡在我的臉上感覺到它，與其說是它的外觀讓我感到困擾，但事實上抓撓我的臉有時會有點痛苦，而且痤瘡通常感覺不舒服,1
我覺得被侮辱了，因為我不夠聰明，無法意識到三本書前同樣的情節也發生在同一個角色身上,1
我覺得 var addthis pub leukvoorj var addthis language en var addthis options 電子郵件收藏 digg 美味 myspace google facebook reddit live more a href http www,3
我渴望有一段時間，當我可以做出或做一些沒有展示價值的事情並覺得它仍然值得做時，我不會對不斷提高生產力感到焦慮,2
我今天感覺比平時更討厭，所以我想我繼續並推出我的最新想法，每週發布一次 ish post rants amp raves,1
經過多年對金錢的奇怪恐懼，我真的能感受到我的聲音並相信我可以養活自己,3
